original_tweet,cleaned_tweet,sentiment
"USER Kak, ajarkan caranya memulai bicara dengan orang asing dong, khususnya buat kami yang sebenarnya extrovert tapi gak terlalu outgoing. Puhliiiis. Hehehehe \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'","pengguna kak, ajarkan caranya memulai bicara dengan orang asing dong, khususnya buat kami yang sebenarnya ekstrover tapi tidak terlalu outgoing. puhliiiis. hehe '",negative
USER USER USER USER USER USER USER USER USER USER USER USER USER Jangan tunggu lama lama ...\nSoalnya begitu lepas kejadian Bom di Surabaya Polisi berha,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna jangan tunggu lama lama ... soalnya begitu lepas kejadian bom di surabaya polisi berha,negative
"USER USER USER USER USER gelar profesornya aja palsu, dan lucunya dinikmati juga gelar Profesornya. ech gak tahunya kebongkar dosenpun bukan dan hanya staf biasa..\nDan gilanya lagi pengikutnya keburu cinta sama ilmu2 Palsunya..dan Gendengnya la","pengguna pengguna pengguna pengguna pengguna gelar profesornya saja palsu, dan lucunya dinikmati juga gelar profesornya. eh tidak tahunnya terbongkar dosenpun bukan dan hanya staf biasa.. dan gilanya lagi pengikutnya keburu cinta sama ilmu ilmu palsunya..dan gendengnya lah",negative
USER Selamat berenang di kolam cebong.',pengguna selamat berenang di kolam cebong.',negative
"USER USER USER ""Saya lebih mendengar kata-kata orang di TV daripada pengetahuan dasar ekonomi""","pengguna pengguna pengguna ""saya lebih mendengar kata-kata orang di televisi daripada pengetahuan dasar ekonomi""",negative
USER USER USER USER USER dulu sahabat sekarang jadi bangsad',pengguna pengguna pengguna pengguna pengguna dulu sahabat sekarang jadi bangsad',negative
"Tai ah, kalo emang ngerasa kerjaan itu disgraceful, ngomong kek dari awal. Bilang terserah gimana gue, abis gue ttd kontrak nawar2in lowongan lain -____-'","tai ah, kalau memang merasa pekerjaan itu disgraceful, berbicara kayak dari awal. bilang terserah bagaimana gue, habis gue tertanda kontrak menawari lowongan lain -____-'",negative
"Tak salah pun pakai selipar dalam rumah\n\nYang salahnya, selipar tu lah kau bawak jalan keluar, selipar tu lah kau buat masuk jamban\n\nHaihh'","tak salah pun pakai selipar dalam rumah yang salahnya, selipar itu lah kamu bawa jalan keluar, selipar itu lah kamu buat masuk jamban haihh'",negative
#AkuSeruji: Bawaslu: Kolaka Tertinggi Pelanggaran ASN Dalam Pilkada,#akuseruji: bawaslu: kolaka tertinggi pelanggaran aparatur sipil negara dalam pilihan kepala daerah,negative
Padahal menikah tidak se-sederhana ituâ?¹ï¸? masa cuma mau biar â??cepet halalâ?? aja? Gimana dengan masalah ekonomi?atau perbedaan pendapat?kedewasaan dalam menyikapi masalah?â?¹ï¸?,padahal menikah tidak se-sederhana itu?? masa cuma mau biar ??cepet halal?? aja? bagaimana dengan masalah ekonomi?atau perbedaan pendapat?kedewasaan dalam menyikapi masalah???,negative
"USER USER Mungkin dengan test dna bisa ketahuan ini keturunan di/tii, pki, prri, pks dll'","pengguna pengguna mungkin dengan tes dna bisa ketahuan ini keturunan di/tii, pki, prri, partai keadilan sejahtera dll'",negative
tu menteri perdagangan kan cina....sdh numpang cari makan dan hidup di Indonesia masih mau cari perkara sama pribumi. Usir dia dari NKRI...,itu menteri perdagangan kan cina....sdh menumpang cari makan dan hidup di indonesia masih mau cari perkara sama pribumi. usir dia dari nkri...,negative
USER USER USER Bencong teriak bencong',pengguna pengguna pengguna bencong teriak bencong',negative
#2019GantiPresiden scra konstitusional hak setiap rakyat woiii!! . Planga plongo tapi kelakuan otoriter.,#2019gantipresiden secara konstitusional hak setiap rakyat woiii!! . plonga plongo tapi kelakuan otoriter.,negative
USER Berasa punya monyet :v .g',pengguna berasa punya monyet :v .g',negative
RT USER: Mimpi yang baik (sholeh) adalah dari Allah dan mimpi (buruk) adalah dari setan. (Bukhari) #OnBerkah',rt user: mimpi yang baik (sholeh) adalah dari allah dan mimpi (buruk) adalah dari setan. (bukhari) #onberkah',negative
USER kalo avatarnya sarap kebanyakan main sama ojek:)',pengguna kalau avatarnya sarap kebanyakan main sama ojek:)',negative
"â??; ; Ia menekan lagi laser pointernya, slide pun berganti.; ; ""Yaaaap, hubungi ahlinya. Nah, ada dua point disini.""; ; ""Point pertama, tentunya bicaralah dengan para pemimpin agama atau seorang exorcist yang bisa melakukan exorcism.""","??; ; ia menekan lagi laser pointernya, slide pun berganti.; ; ""yaaaap, hubungi ahlinya. nah, ada dua point disini.""; ; ""point pertama, tentunya bicaralah dengan para pemimpin agama atau seorang eksorsisme yang bisa melakukan exorcism.""",negative
RT USER USER Umat Islam tu dibutuhkn kl pas pemilu aja..sesudah itu diinjak. Ayo kita blacklist partai politik dan rezim anti Islam.,rt pengguna pengguna umat islam itu dibutuhkan kalau pas pemilihan umum aja..sesudah itu diinjak. ayo kita daftar hitam partai politik dan rezim anti islam.,negative
USER USER USER ko cebong g ade yang cerdas',pengguna pengguna pengguna kok cebong tidak adek yang cerdas',negative
USER BAGAS HOMO PAK KEMARIN SAYA LIAT PROFILE DIA DI GRUNDR',pengguna bagas homo pak kemarin saya lihat profil dia di grundr',negative
Dimampusin aja udah tuh kunyuk penyembah lembu URL,dimampuskan saja sudah itu kunyuk penyembah lembu uniform resource locator,negative
USER Ini di kamar malah..\nSendiri glusar glusur kyak buaya di atas kasur. \n\xf0\x9f\x98\x81\xf0\x9f\x98\x81',pengguna ini di kamar malah.. sendiri glusar glusur seperti buaya di atas kasur. ',negative
USER USER Rayap mah makanin kayu pea kunyuk wkwk',pengguna pengguna rayap adalah memakan kayu peang kunyuk wkwk',negative
Kalau gini mreka pasti pura2 budek \n\xf0\x9f\x98\x81\n\nKH Ma'ruf: Prabowo Jangan Cuma Bikin Gaduh \xe2\x80\x93 VIVA URL,kalau begini mereka pasti pura pura budek kh ma'ruf: prabowo jangan cuma bikin gaduh viva uniform resource locator,negative
"USER auti apa auti? autis? qm yah? dah banci autis pula, serem :&lt;'","pengguna auti apa auti? autis? kamu yah? sudah banci autis pula, seram :&lt;'",negative
Alumni 212 PKS dan tim sukses anies Sandi rame-rame buang body tak mengenal asma Dewi,alumni 212 partai keadilan sejahtera dan tim sukses anies sandi rame-rame buang body tak mengenal asma dewi,negative
RT USER: USER USER USER USER USER USER USER USER USER\xe2\x80\xa6',rt user: pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna user',negative
Lagi liburan di kampung halaman.\n\nEkspektasi:\n- Nongkrong sama temen\n- Jalan-jalan\n- Main di pantai dll.\n\nRealita:\n- Ganti taplak meja\n- Ganti seprei\n- Ganti seng bocor\n- Ganti kepribadian',lagi liburan di kampung halaman. ekspektasi: - nongkrong sama teman - jalan-jalan - main di pantai dll. realita: - ganti taplak meja - ganti seprei - ganti seng bocor - ganti kepribadian',negative
USER Inilah potret polisi kita di rezim ini',pengguna inilah potret polisi kita di rezim ini',negative
USER Ekonomi digital adalah bidang baru diberi perhatian kerajaan yg boleh create banyak peluang pekerjaan #JomBN,pengguna ekonomi digital adalah bidang baru diberi perhatian kerajaan yang boleh create banyak peluang pekerjaan #jombn,negative
Habib sinting kan anonim. Ga usah di dengerin. Sakit jiwa dia URL,habib sinting kan anonim. tidak usah di dengerin. sakit jiwa dia uniform resource locator,negative
"USER USER Dan nantinya akan mengeluarkan sebuah lagu, kan kampret yak, tunggu saja tgl mainnya'","pengguna pengguna dan nantinya akan mengeluarkan sebuah lagu, kan kampret yak, tunggu saja tanggal mainnya'",negative
"Sambangi Pimpinan Muhammadiyah Gresik, Ketua Umum PAN USER Didoakan Jadi Presiden; ;","menyambangi pimpinan muhammadiyah gresik, ketua umum kapan pengguna didoakan jadi presiden; ;",negative
"Pada akhirnya, dia menganut agama Buddha, namun, dia banyak tahu tentang ajaran agama Islam, Kristen, Hindu, dan Konghucu. Like her parents, dia meyakini bahwa semua agama di dunia ini adalah benar, tidak ada yg baik dan buruk, tidak ada ajaran agama yg","pada akhirnya, dia menganut agama buddha, namun, dia banyak tahu tentang ajaran agama islam, kristen, hindu, dan konghucu. like her parents, dia meyakini bahwa semua agama di dunia ini adalah benar, tidak ada yang baik dan buruk, tidak ada ajaran agama yang",negative
"USER E-eh\xe3\x85\xa1 memek aku gatal, kak. Kayaknya habis digigit serangga. Mau bantu kasih salep, gak?\n\n; tutupin memek pakai selimut'","pengguna e-eh memek aku gatal, kak. kayaknya habis digigit serangga. mau bantu kasih salep, gak? ; menutupi memek pakai selimut'",negative
Tidak tertarik dengan wawancara itu. Menyimak wawancara itu bisa berakibat buruk bagi kesehatan.,tidak tertarik dengan wawancara itu. menyimak wawancara itu bisa berakibat buruk bagi kesehatan.,negative
Niqmat Gubernur mana lagi yang kamu dustakaaan..,nikmat gubernur mana lagi yang kamu dustakaaan..,negative
"USER USER Doeloe rezim Orba dollar melambung tinggi hingga Rp 15.000, Pak Harto lengser keprabon. Kondisi yg sama sprt rezim skrg ini, berani gak Jokowi lengser keprabon?'","pengguna pengguna dulu rezim orde baru dolar melambung tinggi hingga rupiah 15.000, pak harto lengser keprabon. kondisi yang sama seperti rezim sekarang ini, berani tidak jokowi lengser keprabon?'",negative
"USER USER USER USER USER USER Makanya, kalau di Katolik tuh ada khusus Dewan Kepausan yg tugasnya meneliti dan memantau pergerakan dr sebuah aliran atau aksi spiritual dr umat. Dulu sempat dipimpin Paus Emeritus Bene","pengguna pengguna pengguna pengguna pengguna pengguna makanya, kalau di katolik itu ada khusus dewan kepausan yang tugasnya meneliti dan memantau pergerakan dari sebuah aliran atau aksi spiritual dari umat. dulu sempat dipimpin paus emeritus bene",negative
USER Ngurus diri sendiri aja belum tentu Benar.ngurusi orang lain.mulutnya nyinyir Kaya Banci Lekong USER',pengguna mengurus diri sendiri saja belum tentu benar.ngurusi orang lain.mulutnya nyinyir kayak banci lekong user',negative
"USER USER USER USER Baca bae2 maz bli USER tidak menyama2 kan dengan Islam dengan Hindu, bahkan diawal kata pun beliau menyebutkan \xe2\x80\x9ctdk bisa menilai islam dlm kacamata hindu\xe2\x80\x9d \nBeliau hanya menja","pengguna pengguna pengguna pengguna baca baik baik mas beli pengguna tidak menyamakan kan dengan islam dengan hindu, bahkan di awal kata pun beliau menyebutkan tidak bisa menilai islam dalam kacamata hindu beliau hanya menja",negative
Cuma cowok brengsek &amp; pengecut yg membuat seorang cewek trus berharap',cuma cowok berengsek &amp; pengecut yang membuat seorang cewek terus berharap',negative
Kita juga harus jujur.. di Era SBY jg sdh banyak perbaikan walaupun dari TNI tapi tdk otoriter,kita juga harus jujur.. di era susilo bambang yudhoyono juga sudah banyak perbaikan walaupun dari tentara nasional indonesia tapi tidak otoriter,negative
RT USER: Korupsi e ktp terjadi pada jaman SBY pak tengku URL,rt user: korupsi e kartu tanda penduduk terjadi pada jaman susilo bambang yudhoyono pak tengku uniform resource locator,negative
USER Bangsat betul kelakuan teroris budha keparat...!!!,pengguna bangsat betul kelakuan teroris buddha keparat...!!!,negative
RT USER USER Karna mreka yakin bila melawan lg PS akan kmbali kalah lawan JKW.,rt pengguna pengguna karena mereka yakin bila melawan lagi play station akan kembali kalah lawan jkw.,negative
Closed agency yang membernya belum kenal deket ada? Biar saya ga ngerasa asing',closed agency yang membernya belum kenal dekat ada? biar saya tidak merasa asing',negative
"USER Sebaiknya Tanya dulu ke beliau, apa benar Pak USER ? Mohon dibantu penjelasannya","pengguna sebaiknya tanya dulu ke beliau, apa benar pak pengguna ? mohon dibantu penjelasannya",negative
KAMSEUPAY = KAMpungan SEkali Udik PAYah',kampungan sekali udik payah = kampungan sekali udik payah',negative
Semoga USER sdh memikirkan ketimpangan penghasilan dari rencana â??imporâ?? dosen dg gaji sktr Rp 35 - Rp 60 juta/bln sementara gaji Dosen DN S3 dan masa kerja sktr 25 thn hanya sktr Rp 8 juta/bln,semoga pengguna sudah memikirkan ketimpangan penghasilan dari rencana ??impor?? dosen dengan gaji sekitar rupiah 35 - rupiah 60 juta/bln sementara gaji dosen dan s3 dan masa kerja sekitar 25 tahun hanya sekitar rupiah 8 juta/bln,negative
Pergi mampus sana',pergi mampus sana',negative
RT USER Ketauan busuknya si USER ..maunya melihat kesalahan orang ..kesalahan sendiri ga diliat ..BUBARKAN PANSUS ANGKET KPK,rt pengguna ketahuan busuknya sih pengguna ..maunya melihat kesalahan orang ..kesalahan sendiri tidak dilihat ..bubarkan panitia khusus angket komisi pemberantasan korupsi,negative
Cak Gerry keben tolak HOAX dan dukung Pilkada damai,cak gerry keben tolak hoaks dan dukung pilihan kepala daerah damai,negative
SaveRohingya FUCK KAFIR TERORIS BUDHA,save rohingya fuck kafir teroris buddha,negative
USER yg kalem lah kntl !!!!',pengguna yang kalem lah kontol !!!!',negative
"Baru tahu kalau Greg Graffin juga punya album folky (atau malah country tradisional) berjudul Millport. Tapi, yg namanya Greg, evolutionary biologist, &amp; pentolan Bad Religion, penggagas Punk Manifesto, musik countrynya jadi ganjil: Country tanpa kris","baru tahu kalau greg graffin juga punya album folk (atau malah country tradisional) berjudul millport. tapi, yang namanya greg, evolutionary biologist, &amp; pentolan bad religion, penggagas punk manifesto, musik negaranya jadi ganjil: country tanpa kris",negative
"Niat mau elegan dgn puisi, malah menampilkan kenorakan &amp; kedunguan. Semua jg bangga dgn budaya Indonesia, apa2an menyerang agama? Kampungan! URL","niat mau elegan dengan puisi, malah menampilkan kenorakan &amp; kedunguan. semua juga bangga dengan budaya indonesia, apa apaan menyerang agama? kampungan! uniform resource locator",negative
Cupu.. besok ujian minggunya ads kegiatan tp berbaring d kos \xf0\x9f\x98\xb7',cupu.. besok ujian minggunya iklan kegiatan tetapi berbaring di kos ',negative
tangkap ahok dan klompok nya yg melakukan pemalsuan e KTP karna merupakan penghiyanat bagi bangsa dan negara,tangkap ahok dan kelompok nya yang melakukan pemalsuan e kartu tanda penduduk karena merupakan pengkhianat bagi bangsa dan negara,negative
"Mau rokok g sob? | Gw ga ngerokok men | Ah banci lu ga ngerokok | Ehh liat tuh, justru banci pd ngerokok smua kaliiii | Eh iya, bnr jg -,,-'","mau rokok tidak sob? | gue tidak merokok men | ah banci kamu tidak merokok | eh lihat tuh, justru banci pada merokok semua kali | eh iya, benar juga -,,-'",negative
USER USER pink titit itu gmana? aku kira titit warnanya coklat benyek',pengguna pengguna merah muda titit itu gmana? aku kira titit warnanya coklat benyek',negative
"USER Iyess, ndk depan museum brawijaya pisan. Ada tank di depannya, mereka bawa 'bom' takjil. Kok semacam hmm \xf0\x9f\x98\x90""","pengguna iyess, tidak depan museum brawijaya pisan. ada tank di depannya, mereka bawa 'bom' takjil. kok semacam hem """,negative
USER ITULAH si ahok kutil babi,pengguna itulah sih ahok kutil babi,negative
USER USER Tidak mencerminkan sebuah Partai bentukan anak seorang Begawan Ekonomi.,pengguna pengguna tidak mencerminkan sebuah partai bentukan anak seorang begawan ekonomi.,negative
USER Pilih D gak nista agama cuma teman koruptor belum tentu dia korup',pengguna pilih di tidak nista agama cuma teman koruptor belum tentu dia korup',negative
"Mau tanya sama guntur romli, Bener gak neh :;","mau tanya sama guntur romli, benar tidak nih :;",negative
Saya percaya kpk. Saya ga percaya sby dan demokrat. Demokrat katakan tidak pada(hal) korupsi. URL,saya percaya kpk. saya tidak percaya susilo bambang yudhoyono dan demokrat. demokrat katakan tidak pada(hal) korupsi. uniform resource locator,negative
USER USER USER budha kafir teroris,pengguna pengguna pengguna buddha kafir teroris,negative
"Ini pasti salah Jokowi, Ahok dan kafir-kafir ateis. https:\/\/t.co\/v2GRcUeStI","ini pasti salah jokowi, ahok dan kafir-kafir ateis. https:\/\/t.co\/v2grcuesti",negative
USER Anda setan',pengguna anda setan',negative
"RT USER: Aku punya sepupu yang pacaran ma pasangannya dari SD kali ya pas cinta monyet gitu, terus gedenya mereka kawin jadi #TemanTapiMe\xe2\x80\xa6'","rt user: aku punya sepupu yang pacaran sama pasangannya dari sekolah dasar kali ya pas cinta monyet gitu, terus gedenya mereka kawin jadi #temantapime'",negative
Mangsa utama dari burung Elang Harpy adalah monyet.',mangsa utama dari burung elang harpy adalah monyet.',negative
USER Lama karena gerindra merasa Gk penting. Lama karena Gk ada untungnya buat kepentingan golongan. Apak kabar uu md3 yg sangat cepat diputuskan',pengguna lama karena gerindra merasa tidak penting. lama karena tidak ada untungnya buat kepentingan golongan. apak kabar undang undang md3 yang sangat cepat diputuskan',negative
USER USER berani gaji gw berapa biar buzzer bisa anonim ga ke forensik? pinter dikit ngambil buzzer gembel warnet sama aki2 gaptek wkwk',pengguna pengguna berani gaji gue berapa biar buzzer bisa anonim tidak ke forensik? pintar sedikit mengambil buzzer gembel warung internet sama kakek kakek gagap teknologi wkwk',negative
"RT TRANS7 ""Bukan hanya kursi RI1, kursi calon Wakil Presiden juga ramai diperebutkan. Jangan lewatkan perbincangannya di ""SIASAT BEREBUT ISTANA"", LIVE di MataNajwa pukul 20.00 WIB","rt trans7 ""bukan hanya kursi ri1, kursi calon wakil presiden juga ramai diperebutkan. jangan melewati perbincangannya di ""siasat berebut istana"", live di mata najwa pukul 20.00 waktu indonesia bagian barat",negative
